periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,agg_level,EarnHirNS,EmpEnd,sEarnHirNS,sEmpEnd,version
Q,U,S,16,A,00,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F ID 16 1991:1-2024:4 V4.12.0 R2025Q3 qwipu_id_20250724_1042
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,1,,8968,10867,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2020,1,,3237,4816409,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,2,,9058,11081,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2020,2,,3480,4723577,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,3,,9720,11084,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2020,3,,3446,4845674,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,4,,10478,11051,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2020,4,,3424,4799737,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,1,,9135,11790,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2021,1,,3188,4840439,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,2,,9511,12087,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2021,2,,3922,4999890,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,3,,9566,12317,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2021,3,,3686,5038268,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,4,,9801,12608,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2021,4,,3979,5039765,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,1,,9980,13874,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2022,1,,3653,5072313,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,2,,10009,14345,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2022,2,,4279,5238387,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,3,,10474,14520,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2022,3,,4291,5229280,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,4,,9814,14630,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2022,4,,4086,5158727,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,1,,11848,15673,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2023,1,,3893,5171087,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,2,,10522,15057,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2023,2,,4218,5308790,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,3,,10126,14755,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2023,3,,3884,5253124,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,4,,10468,14714,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2023,4,,4031,5180343,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,1,,11174,15147,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2024,1,,3812,5175181,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,2,,10857,15473,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2024,2,,4275,5305847,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,3,,12409,15524,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2024,3,,4020,5262832,1,1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,17,A,00,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F IL 17 1993:2-2024:4 V4.12.0 R2025Q3 qwipu_il_20250725_1049
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,1,,6775,2775,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2020,1,,2582,2545316,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,2,,6365,2802,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2020,2,,2610,2533967,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,3,,5738,2856,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2020,3,,2754,2575681,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,4,,5837,2363,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2020,4,,2950,2580974,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,1,,5808,2468,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2021,1,,2653,2575017,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,2,,7207,2650,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2021,2,,3207,2642881,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,3,,6298,2750,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2021,3,,3062,2658735,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,4,,6831,3235,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2021,4,,3420,2681168,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,1,,6166,3389,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2022,1,,3043,2693363,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,2,,7243,3509,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2022,2,,3566,2763307,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,3,,7883,3528,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2022,3,,3556,2758726,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,4,,7328,3540,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2022,4,,3347,2732606,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,1,,6942,3753,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2023,1,,3250,2737464,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,2,,7226,3773,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2023,2,,3530,2794008,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,3,,6826,3653,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2023,3,,3320,2778309,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,4,,6396,3639,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2023,4,,3371,2755405,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,1,,6024,3762,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2024,1,,3261,2751002,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,2,,7548,3815,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2024,2,,3640,2809818,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,3,,7681,3879,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2024,3,,3448,2788272,1,1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,18,A,00,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F IN 18 1998:1-2024:4 V4.12.0 R2025Q3 qwipu_in_20250725_1120
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,1,,5660,3346,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2020,1,,2453,1245364,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,2,,5821,3220,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2020,2,,2729,1249653,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,3,,5998,3219,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2020,3,,2650,1266707,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,4,,5056,3287,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2020,4,,2698,1246527,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,1,,4967,3281,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2021,1,,2391,1246456,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,2,,5405,3314,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2021,2,,3043,1288742,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,3,,6050,3320,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2021,3,,2803,1284144,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,4,,5794,3334,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2021,4,,3134,1268498,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,1,,6027,3360,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2022,1,,2784,1279239,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,2,,6760,3535,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2022,2,,3320,1323296,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,3,,7085,3493,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2022,3,,3413,1312684,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,4,,7322,3442,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2022,4,,3200,1291910,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,1,,8477,3312,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2023,1,,3064,1291088,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,2,,7893,3260,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2023,2,,3386,1329874,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,3,,5503,3229,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2023,3,,3165,1322652,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,4,,5819,3251,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2023,4,,3268,1305333,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,1,,7609,3261,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2024,1,,3053,1305804,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,2,,7258,3336,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2024,2,,3451,1338634,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,3,,6722,3525,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2024,3,,3256,1316371,1,1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,19,A,00,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F IA 19 1998:4-2024:4 V4.12.0 R2025Q3 qwipu_ia_20250714_1333
Q,U,S,20,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,1,,5726,1986,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,A,00,A05,0,A00,A0,A0,E0,0,0,2020,1,,2602,1100205,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,2,,6869,2018,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,A,00,A05,0,A00,A0,A0,E0,0,0,2020,2,,2787,1093281,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,3,,7235,1895,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,A,00,A05,0,A00,A0,A0,E0,0,0,2020,3,,2740,1095018,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,4,,7151,1655,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,A,00,A05,0,A00,A0,A0,E0,0,0,2020,4,,2847,1096076,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,1,,9077,1971,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,A,00,A05,0,A00,A0,A0,E0,0,0,2021,1,,2527,1101016,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,2,,7085,2051,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,A,00,A05,0,A00,A0,A0,E0,0,0,2021,2,,3144,1125902,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,3,,7103,2268,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,A,00,A05,0,A00,A0,A0,E0,0,0,2021,3,,2937,1127927,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,4,,8189,2260,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,A,00,A05,0,A00,A0,A0,E0,0,0,2021,4,,3171,1125716,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,1,,7343,2380,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
Q,U,S,20,A,00,A05,0,A00,A0,A0,E0,0,0,2022,1,,3021,1135309,1,1,QWI_F KS 20 1993:1-2024:4 V4.12.0 R2025Q3 qwipu_ks_20250819_0632
